Subject,Condition,Gender,ZSTEM,ZNonSTEM,Zevap2,Zmathdevalue,ZSAQ1,ZMATHIDcomp,ZTone_pos,ZRAT_PercentCorrect,ZNback_Correct,Zcoratmpt,ZEngpercentDiff,ZCMpercentDiff
10123,2,1,,,,,,,0.86162,,,,,
10203,2,2,,,-0.30551,-1.17724,0.47347,0.66181,-1.92112,0.39767,1.01340,-0.72406,,
40193,1,2,,,1.53818,0.91754,1.56668,-0.38781,-0.31016,-0.97973,-1.20573,-1.71144,,
20155,2,1,,,,1.72323,,-1.07410,,3.15246,,-0.50464,,
678,1,2,,,-0.30551,1.56209,-0.07313,-0.50892,0.58213,-0.52059,,-0.26328,,
20137,1,1,,,0.61634,0.27299,-1.71295,-0.22633,-1.22266,3.15246,-1.20573,1.00386,,
40108,1,2,,,0.61634,0.91754,-0.61974,-0.02448,-0.42344,-0.97973,1.56818,-1.71144,,
13513,2,1,,2.07826,-0.30551,0.27299,-0.61974,-0.22633,0.86162,-0.97973,-2.03790,0.46080,,
6592,1,2,-0.37169,-0.34255,0.61634,0.11185,0.47347,-0.10522,0.86162,0.39767,1.01340,1.10443,,
10163,2,1,-0.30459,-0.14258,-0.30551,-0.21042,-2.25955,-0.06485,0.86162,1.31593,-0.65095,-0.80634,,
10176,1,1,-0.27987,-0.26917,-0.30551,-0.04928,-0.61974,-0.18596,-0.44792,-0.52059,-0.92834,-0.98736,,
10327,1,2,0.92426,0.47082,-1.22735,2.04550,0.47347,-1.19520,-1.87928,-0.97973,-0.37356,-0.98736,,
20101,2,1,-0.46633,-0.44675,0.61634,0.43413,-0.61974,-0.38781,-1.22266,0.85680,-0.09617,0.09876,,
20131,2,1,0.00043,-0.18622,0.61634,0.27299,1.56668,-0.10522,-1.92767,-0.52059,0.18122,1.90896,,
20141,2,1,-0.44726,-0.34768,1.53818,0.27299,-0.07313,-0.34744,-1.22266,0.39767,-1.20573,0.35736,,
22093,1,1,0.98588,0.44486,1.53818,-0.04928,-1.71295,-0.14559,-1.22266,-0.97973,,-0.74600,,
23629,2,1,-0.31635,0.05119,-0.30551,0.59527,-0.61974,-0.38781,-1.22266,-0.97973,-1.48312,-0.98736,,
30058,2,2,1.88177,0.68468,1.53818,-1.17724,0.47347,0.25811,0.34817,1.31593,0.45861,-0.80634,,
30129,2,2,-0.12527,-0.08118,-1.22735,1.72323,0.47347,-0.58966,0.86162,-0.97973,-0.92834,-1.40974,,
30287,2,2,0.29866,0.27696,1.53818,-1.17724,1.02008,0.54070,-1.22266,1.77506,0.73601,1.90896,,
30297,2,2,-0.14743,0.17395,-1.22735,1.40095,0.47347,-0.95299,0.86162,-0.97973,-0.65095,0.92158,,
30315,2,2,-0.12403,-0.11495,1.53818,-0.53269,0.47347,0.45996,0.54854,2.23419,-0.37356,-0.80634,,
40162,1,1,-0.38478,-0.32507,1.53818,-0.69383,1.56668,0.45996,-1.22266,-0.52059,-0.92834,0.46080,,
40214,1,2,-0.32754,-0.30404,-1.22735,-0.85497,0.47347,0.21774,0.41249,0.85680,-0.65095,-0.50464,,
40133,1,2,-0.30768,-0.27561,1.53818,-0.21042,-0.07313,0.13700,-1.22266,0.39767,-0.09617,-0.04048,,
30306,2,2,-0.70506,-0.54024,0.61634,-0.69383,0.47347,0.50033,-1.89664,-0.97973,0.73601,1.45641,,
20139,2,1,0.40898,0.34959,1.53818,-0.85497,0.47347,0.70218,0.50044,-0.52059,0.18122,1.00386,,
20117,2,1,-0.13513,0.02332,1.53818,-0.69383,1.56668,0.78292,0.86162,-0.97973,-0.09617,0.09876,,
7126,1,1,0.06768,-0.01008,1.53818,-1.82179,-0.61974,0.58107,0.86162,-0.52059,-2.03790,0.70216,,
20037,2,1,-0.10184,-0.19386,0.61634,-1.49952,0.47347,0.54070,-0.34602,-0.97973,1.01340,1.90896,,
30299,2,2,-2.07474,-1.66662,0.61634,-1.33838,-0.61974,0.37922,0.70821,-0.52059,-0.37356,1.90896,,
30203,2,2,0.66005,0.05368,-1.22735,1.07868,-0.07313,-0.54929,-1.47967,0.85680,2.12296,0.09876,,
40209,1,1,0.02073,-0.02915,1.53818,0.27299,0.47347,0.05626,0.29267,2.69332,-0.37356,1.00386,,
10092,1,2,-0.13201,-0.18434,-1.22735,0.75640,0.47347,-0.30707,0.68260,1.31593,,-0.26328,,
13597,2,1,-0.38054,-0.37428,0.61634,0.75640,-0.07313,-0.30707,0.86162,0.39767,1.01340,-0.80634,,
10063,1,2,0.18411,0.17351,0.61634,-1.49952,1.56668,0.45996,,-0.97973,,1.90896,,
7174,1,1,-0.55100,-0.48812,-1.22735,0.27299,-0.61974,-0.06485,0.82121,-0.97973,-1.76051,1.90896,,
13243,2,1,-0.42324,-0.35729,0.61634,-0.37156,0.47347,0.41959,0.86162,-0.97973,-0.37356,-0.35379,,
11638,1,1,-0.48415,-0.37946,-1.22735,1.23982,1.02008,-0.58966,-1.22266,1.31593,-1.20573,0.09876,,
8587,1,1,-0.11729,-0.00920,1.53818,0.11185,0.47347,0.25811,0.65613,-0.97973,0.45861,-0.50464,,
40178,1,1,-0.58385,-0.47268,0.61634,0.59527,0.47347,-0.14559,-1.75433,-0.06146,0.73601,-0.80634,,
30311,2,1,0.16724,0.16763,-1.22735,1.40095,-2.80616,-0.50892,-1.61544,-0.97973,1.29079,-1.71144,,
10324,1,2,0.13919,-0.06819,0.61634,-0.04928,-0.07313,0.25811,0.86162,-0.97973,0.45861,1.60726,,
20314,2,1,1.00113,2.02969,1.53818,0.27299,-1.16634,-0.22633,0.86162,-0.97973,2.12296,1.25071,,
22096,1,1,1.79509,0.88617,1.53818,0.27299,-0.61974,-0.06485,0.86162,-0.97973,,-0.74600,,
20656,2,1,0.67788,0.40723,1.53818,-1.17724,2.11329,0.25811,0.86162,-0.97973,-1.48312,,,
20135,2,1,-0.12017,-0.16999,1.53818,-0.37156,1.02008,0.13700,0.86162,-0.52059,1.01340,1.50670,,
30268,2,2,-0.29879,-0.27824,1.53818,-0.53269,0.47347,0.54070,-1.22266,-0.97973,1.56818,1.90896,,
20124,2,1,1.04263,0.99713,0.61634,-1.33838,1.02008,0.58107,0.70821,-0.97973,0.45861,0.82284,,
30276,2,2,-0.11074,-0.18195,-0.30551,-0.04928,-0.07313,0.13700,-0.45987,-0.52059,0.73601,0.09876,,
302744,2,2,0.17373,0.09271,0.61634,-0.69383,-0.07313,0.01589,-0.79516,-0.52059,,-0.26328,,
20111,2,1,0.09000,-0.05431,-0.30551,1.07868,-0.61974,-0.22633,-0.81793,-0.06146,-0.65095,-0.50464,,
40195,1,2,-0.15717,-0.33137,-0.30551,1.40095,0.47347,-0.38781,-1.87217,-0.06146,-0.65095,1.90896,,
30071,2,2,-0.15141,-0.12059,-1.22735,1.88437,-0.07313,-0.79151,-0.62609,0.85680,-0.65095,-0.80634,,
13936,1,1,3.07168,2.53208,0.61634,-0.69383,-0.07313,0.09663,0.28669,-0.97973,-0.37356,1.90896,,
4321,1,2,0.12345,0.09087,-1.22735,-0.21042,0.47347,-0.06485,0.86162,0.85680,-0.37356,-0.50464,,
20112,2,1,-0.57057,-0.50255,-1.22735,1.23982,-1.16634,-0.71077,0.86162,1.77506,0.18122,1.18488,,
20153,2,1,-0.42992,-0.35447,1.53818,-0.37156,1.56668,0.05626,-1.51127,-0.97973,-0.92834,1.50670,,
20317,1,1,0.48828,1.77903,0.61634,1.72323,-2.80616,0.13700,-1.92767,-0.97973,1.56818,-0.50464,,
30115,2,2,,,-1.22735,0.27299,-0.61974,0.01589,0.82889,-0.97973,,-1.22872,0.26612,
4279,1,2,-2.10776,-1.65209,-1.22735,0.91754,-0.61974,-0.30707,0.86162,1.31593,0.18122,-1.71144,0.68073,
23428,1,1,-0.18846,-0.17344,1.53818,-0.37156,0.47347,0.21774,0.73013,-0.06146,-0.37356,,1.87323,
7294,1,1,-0.52776,-0.44111,-0.30551,-0.53269,0.47347,0.29848,-1.22266,0.39767,-0.09617,0.09876,1.58763,
30173,2,2,0.36718,-0.03382,-1.22735,-2.14407,-0.07313,0.62144,0.86162,1.31593,-1.48312,-0.26328,1.58763,
30318,2,2,-0.65658,-0.52037,1.53818,-0.53269,-0.07313,0.09663,0.86162,-0.52059,-0.37356,1.90896,1.15111,
301766,2,2,0.43657,0.61263,-0.30551,-0.37156,-0.07313,-0.10522,-1.88184,-0.97973,,0.09876,,1.52926
101552,2,2,-0.45360,-0.41473,0.61634,0.11185,0.47347,0.13700,-0.40665,0.39767,1.29079,1.00386,,-0.88593
30135,2,2,-0.28247,-0.24000,1.53818,-0.69383,-0.07313,0.37922,0.86162,-0.06146,1.56818,0.70216,,0.11715
20116,2,1,0.34748,0.36856,-1.22735,1.40095,-0.61974,-0.30707,-1.92767,1.77506,-0.37356,-0.80634,,0.21749
10154,1,2,,,0.61634,-0.53269,1.56668,0.01589,-1.22266,-0.06146,0.18122,-1.71144,0.25054,-0.56142
7252,1,1,,,1.53818,-0.53269,-2.25955,0.13700,0.82121,-0.97973,-0.09617,1.90896,0.40223,0.10789
5092,1,2,,,-0.30551,-0.69383,1.56668,-0.38781,-0.05230,-0.52059,-1.20573,-1.71144,0.81875,0.20899
40080,1,2,,,-1.22735,-0.85497,-1.71295,0.17737,0.39399,1.31593,0.45861,0.09876,-0.72670,-0.65924
8335,1,1,,,-0.30551,0.59527,0.47347,-0.14559,0.39399,-0.97973,1.01340,0.35736,-1.85938,-0.37995
10666,2,2,,,-1.22735,1.72323,-1.71295,-0.46855,0.86162,-0.52059,-1.48312,-0.98736,0.92499,-0.40652
30158,2,2,,,0.61634,-0.69383,0.47347,0.45996,-0.06026,-0.97973,-1.48312,-1.10804,1.12805,-0.54789
7282,1,1,,,-1.22735,-0.85497,-1.16634,-0.02448,0.86162,0.39767,0.18122,1.10443,0.10786,0.03727
30053,2,2,,,1.53818,-0.53269,-0.07313,0.13700,0.67377,1.31593,-0.65095,0.09876,-0.33393,0.13970
897,1,2,,,-1.22735,0.59527,-0.07313,-0.14559,0.86162,1.77506,,0.09876,-0.50027,1.12327
890,1,1,,,-0.30551,0.27299,0.47347,-0.50892,0.86162,-0.06146,,0.09876,-0.23016,-0.22250
40116,1,2,,,1.53818,-1.17724,0.47347,0.50033,0.86162,-0.97973,0.45861,-0.80634,-0.46658,-0.25838
12178,1,1,,,-1.22735,1.07868,-0.07313,-0.30707,-1.86818,-0.06146,1.29079,0.55131,1.15124,0.15183
40110,1,1,,,1.53818,-0.37156,0.47347,0.13700,0.41249,-0.52059,1.01340,-0.15984,-0.32780,1.34214
938,1,2,,,-0.30551,-0.53269,1.02008,0.09663,0.00691,2.23419,,-0.26328,0.39369,-0.30436
40141,1,2,,,1.53818,-0.53269,2.11329,0.58107,0.86162,2.23419,1.01340,0.70216,-0.85040,-0.37666
1012322,2,1,,,-0.30551,-1.01611,-0.07313,0.21774,,-0.06146,,-0.80634,-0.21372,0.10073
9766,1,1,,,-1.22735,1.07868,-0.07313,-0.79151,-1.22266,-0.97973,0.18122,-0.74600,-1.60758,-0.82571
6637,1,1,,,0.61634,0.27299,-1.16634,-0.22633,0.86162,-0.97973,-0.65095,-0.80634,-1.17253,-0.75356
201552,2,1,,,0.61634,-1.33838,1.02008,0.45996,-0.98842,-0.06146,-2.31529,-0.50464,-1.88427,-1.23480
10828,1,1,,,-1.22735,0.43413,0.47347,-0.42818,-0.20428,3.15246,,0.70216,-0.05054,-0.31885
302822,2,2,,,-0.30551,-0.21042,2.11329,0.17737,-1.91571,-0.97973,,1.00386,0.99707,1.35370
3757,1,2,,,-1.22735,0.43413,-0.61974,-0.34744,0.63791,-0.97973,-0.92834,-0.67704,1.54252,2.38584
467,2,1,,,0.61634,0.11185,-2.80616,0.13700,-1.22266,0.39767,,0.46080,1.62049,1.76872
20083,1,1,,,-0.30551,0.27299,-1.71295,-0.30707,-1.81524,1.31593,-0.37356,-0.50464,1.62049,1.76872
40138,1,2,,,1.53818,-1.33838,0.47347,0.37922,0.86162,2.69332,0.73601,0.70216,1.23326,2.74824
30050,2,2,,,0.61634,0.11185,-0.07313,-0.02448,0.76087,1.31593,0.45861,-0.50464,-1.42697,-0.54233
20084,1,1,,,1.53818,-1.82179,1.56668,0.86366,-1.75433,3.15246,1.84557,0.09876,-2.16799,-0.75718
6922,1,2,,,-0.30551,0.43413,-0.07313,-0.38781,0.86162,-0.97973,-1.48312,-0.67704,-0.61570,-0.66200
11656,1,1,,,-0.30551,0.43413,1.56668,-0.06485,0.86162,0.85680,-1.76051,-1.19424,0.54760,-0.59224
10206,2,2,,,0.61634,0.11185,-0.07313,-0.26670,0.61315,1.31593,,-1.71144,1.99229,-0.80985
20143,2,1,,,0.61634,-0.21042,1.56668,0.09663,0.86162,0.39767,-0.37356,0.29990,0.20210,-1.14684
30312,2,5,,,-0.30551,-0.53269,-2.80616,-0.10522,-0.47126,-0.97973,1.01340,0.70216,-1.52290,-0.86113
40065,1,1,,,-0.30551,1.07868,0.47347,-0.14559,0.02484,1.31593,-1.76051,0.87456,-0.32974,-0.40740
7483,1,2,,,0.61634,-0.37156,-1.16634,-0.02448,0.45006,0.85680,-1.20573,-0.26328,-1.41682,-0.84883
278,2,2,,,-0.30551,0.11185,-0.07313,0.21774,0.86162,-0.97973,,0.55131,-0.69821,-0.01447
10205,2,2,,,-0.30551,-1.33838,1.02008,0.21774,-1.22266,-0.97973,0.18122,0.09876,0.58409,-1.14213
5197,2,2,,,0.61634,0.75640,-1.71295,-0.50892,-1.92767,-0.97973,0.45861,-0.74600,-0.23204,0.52010
6793,1,2,,,-1.22735,0.11185,-0.07313,-0.30707,-1.22266,-0.97973,0.45861,1.90896,0.16211,-0.19649
876,2,2,,,-1.22735,0.27299,-1.71295,-0.14559,,1.31593,,-0.98736,0.14821,0.13686
20150,2,1,,,0.61634,0.27299,1.02008,-0.42818,-0.02782,-0.06146,1.56818,0.70216,-0.55290,1.27492
30087,2,2,,,-0.30551,-0.04928,-0.07313,-0.30707,,0.85680,0.73601,-1.71144,0.92820,-0.12194
21535,2,1,,,-1.22735,1.72323,-1.16634,-0.71077,0.77083,-0.52059,,1.90896,-2.34118,-1.38631
4048,1,2,,,-0.30551,-0.37156,-1.16634,0.25811,0.86162,-0.97973,-2.03790,0.09876,0.74327,1.87412
40061,2,1,,,1.53818,1.07868,-0.61974,-0.06485,0.86162,-0.52059,1.01340,-0.80634,-0.12406,1.40666
40056,2,1,,,-0.30551,1.40095,-0.07313,-0.63003,0.86162,-0.97973,,-1.05318,0.31985,0.40003
40152,1,2,,,-1.22735,-0.04928,-0.07313,-0.18596,-1.91087,-0.97973,-2.03790,-0.50464,0.17007,-0.56736
5758,1,2,,,-0.30551,-0.37156,-0.07313,0.17737,-1.54457,2.23419,-0.65095,-1.71144,0.19582,1.10957
7381,1,1,,,-1.22735,-0.21042,-0.61974,-0.14559,0.69142,-0.97973,-1.20573,-0.26328,0.19582,1.10957
100722,1,1,,,0.61634,0.27299,-0.61974,0.01589,,3.15246,0.18122,-0.50464,0.19582,1.10957
746,2,2,,,0.61634,-0.37156,1.02008,0.09663,0.43754,0.85680,,0.55131,0.27767,-0.98802
30134,2,2,,,1.53818,0.75640,-0.07313,0.37922,-1.92767,-0.97973,1.01340,-0.67704,0.27767,-0.98802
438,2,2,,,-0.30551,0.59527,-0.61974,-0.46855,-0.53387,-0.06146,,0.09876,0.50260,0.06524
578,2,2,,,-0.30551,0.91754,-0.07313,-0.14559,-1.22266,0.39767,,1.90896,0.50260,0.06524
5866,1,2,,,-0.30551,0.59527,-0.07313,-0.42818,0.86162,-0.06146,1.01340,-1.71144,0.50260,0.06524
7045,2,2,,,1.53818,0.27299,-1.71295,-0.22633,0.86162,-0.97973,-2.59268,-1.22872,0.50260,0.06524
20147,2,1,,,0.61634,-0.04928,1.02008,0.13700,-0.67277,3.15246,1.29079,1.45641,0.50260,0.06524
30080,2,3,,,0.61634,-0.53269,1.02008,0.21774,0.41249,0.39767,0.73601,0.70216,0.50260,0.06524
30294,2,2,,,-1.22735,2.20664,-0.07313,-0.87225,0.86162,-0.97973,-1.20573,-0.50464,0.50260,0.06524
40069,1,2,,,0.61634,-0.53269,-0.61974,0.33885,0.86162,-0.97973,1.01340,-1.71144,0.50260,0.06524
30137,1,1,,,1.53818,-0.21042,-1.16634,0.62144,0.86162,-0.97973,-1.20573,-1.22872,0.45722,-1.19539
5230,1,2,,,-0.30551,0.43413,-0.07313,-0.26670,-0.38473,-0.52059,-0.37356,-0.74600,0.50386,0.49015
389,2,2,,,-1.22735,0.27299,-0.07313,-0.26670,0.86162,-0.97973,,-0.26328,-1.59050,-1.50630
4132,1,1,,,-1.22735,0.59527,-2.80616,-0.46855,0.86162,-0.06146,-0.37356,-0.50464,-1.59050,-1.50630
382,2,2,,,1.53818,-0.37156,-0.07313,0.13700,-0.26007,1.31593,,1.90896,0.07789,-0.19830
73752,1,1,,,0.61634,0.11185,1.56668,-0.18596,,0.85680,-0.09617,-1.10804,0.07789,-0.19830
30211,2,2,,,-1.22735,1.72323,-2.80616,-0.83188,,-0.97973,-1.48312,-0.67704,0.44463,1.09031
4360,1,2,,,0.61634,-0.21042,-1.16634,-0.22633,0.86162,-0.97973,0.18122,-1.22872,-0.80711,-1.00218
30114,2,2,,,-1.22735,-1.33838,1.02008,0.21774,0.86162,0.39767,,1.00386,-0.80711,-1.00218
6976,1,1,,,-0.30551,-0.04928,0.47347,-0.46855,0.86162,-0.52059,0.18122,-0.67704,-1.13873,-0.81305
5416,1,1,,,-1.22735,-0.37156,0.47347,-0.75114,0.86162,-0.97973,,-1.71144,-1.52874,-1.79623
10036,1,2,,,-0.30551,0.11185,-0.61974,0.21774,0.77083,-0.97973,,-0.35379,-1.52874,-1.79623
10531,2,1,,,1.53818,-0.37156,1.02008,0.09663,-1.22266,-0.52059,0.45861,1.18488,-0.29668,-1.37109
11578,1,2,,,-0.30551,0.75640,-1.16634,-0.63003,0.86162,-0.97973,-0.92834,-0.74600,-0.70128,-1.57075
6859,1,2,,,-1.22735,-0.69383,-1.16634,0.33885,0.86162,-0.97973,0.18122,-0.50464,-1.16472,-1.21114
40145,1,2,,,-1.22735,0.75640,-0.07313,-0.34744,-0.38473,0.39767,-1.48312,-0.50464,0.88043,2.32456
13624,1,1,,,0.61634,0.27299,-1.71295,0.05626,0.02484,-0.97973,,-0.80634,-1.07795,-0.50066
40135,1,2,,,0.61634,0.43413,-1.71295,-0.22633,-0.16472,-0.52059,,-1.71144,-0.45608,1.69769
383,2,2,,,-1.22735,0.91754,-0.07313,-0.42818,-0.55238,1.31593,,-0.26328,1.06617,0.52316
30246,1,2,,,-1.22735,2.69005,-0.07313,-0.46855,-1.22266,0.39767,0.18122,-1.71144,1.42683,-0.46369
40070,2,1,,,0.61634,0.11185,0.47347,0.09663,-1.92767,-0.97973,-0.09617,-1.10804,1.21669,1.32966
22993,2,1,,,-1.22735,0.75640,-0.07313,-0.26670,-1.92767,-0.97973,0.73601,-1.63903,1.01530,0.13929
10156,2,1,,,1.53818,-1.17724,2.11329,0.62144,0.78449,0.39767,1.56818,0.82284,0.50386,0.49015
15097,2,1,,,-0.30551,-0.21042,-0.61974,-0.02448,-1.22266,-0.97973,-0.37356,-0.98736,0.35592,0.87614
40003,1,2,-0.02458,,-1.22735,-0.53269,0.47347,-0.06485,-0.14337,0.39767,-0.65095,1.00386,1.25094,-0.16844
30070,2,2,-0.29584,,0.61634,-0.37156,1.02008,0.05626,0.86162,0.85680,-1.48312,1.90896,-1.86174,-0.90425
23290,2,1,,2.27528,-0.30551,-1.66066,-0.61974,0.21774,0.70821,-0.52059,-0.09617,-1.15445,-0.41720,-0.06514
101682,2,2,,1.82612,0.61634,-0.69383,1.02008,0.21774,,1.31593,,1.30556,-0.27248,-0.59335
10384,1,1,,0.08435,0.61634,0.27299,-1.16634,-0.22633,-1.22266,-0.97973,2.12296,0.70216,-1.12887,-1.12859
30252,2,2,,2.53281,-1.22735,0.27299,0.47347,-0.30707,0.58213,-0.97973,-0.65095,-0.35379,0.50260,0.06524
15013,1,2,,1.30833,1.53818,0.27299,1.56668,0.09663,0.53829,-0.97973,-0.65095,-0.26328,0.11191,1.24878
20197,2,1,,2.58521,-0.30551,0.75640,-1.71295,-0.22633,-1.22266,-0.97973,-2.03790,1.90896,-0.76084,-1.51962
20114,2,1,-0.40668,-0.33413,-0.30551,2.69005,-1.16634,-0.87225,,-0.97973,,0.09876,0.17962,0.34809
30065,2,2,-0.19964,-0.21739,-1.22735,-1.66066,-0.07313,0.37922,0.86162,0.39767,-0.37356,-0.26328,1.84741,1.42014
10360,2,1,-0.29168,-0.29126,0.61634,-0.04928,0.47347,0.09663,0.84085,0.39767,0.73601,0.92158,0.11391,0.41115
10093,1,2,-0.14985,-0.25113,-1.22735,0.59527,-2.25955,-0.34744,0.86162,0.85680,1.29079,-0.98736,1.72049,-0.14635
20077,2,1,-0.50512,-0.49284,-0.30551,-0.04928,0.47347,-0.18596,0.60831,0.85680,1.29079,1.30556,2.41457,0.42973
30321,2,2,-0.03269,-0.07691,-0.30551,-0.53269,-0.61974,-0.02448,-1.79190,-0.97973,0.45861,0.09876,0.21252,0.30670
11812,2,2,1.09895,0.55058,0.61634,-0.69383,-0.61974,0.45996,-1.22266,-0.52059,-0.09617,-0.98736,1.21321,-0.26525
10030,2,2,-0.31212,-0.31931,-0.30551,0.59527,-1.16634,-0.26670,-0.32582,-0.97973,-1.48312,-1.71144,0.31932,0.05241
20148,2,1,-0.69748,-0.66242,0.61634,-1.33838,1.02008,0.41959,0.86162,-0.97973,-0.09617,0.46080,1.35806,0.27778
30189,2,2,-0.33409,-0.23584,-1.22735,1.07868,-0.07313,-0.26670,0.86162,-0.97973,1.29079,-0.50464,1.43797,1.48833
40128,1,2,0.00106,0.06764,-0.30551,0.43413,-0.07313,0.01589,0.74066,0.85680,-0.09617,0.87456,0.30336,-0.23632
11713,2,1,-0.42976,-0.29852,-0.30551,0.75640,1.56668,-0.10522,0.86162,-0.97973,0.73601,1.00386,-0.03164,-0.13331
13435,1,2,-0.32567,-0.05307,-0.30551,-0.21042,1.56668,-0.02448,0.86162,-0.06146,-1.48312,-1.19424,-0.03164,-0.13331
22192,2,1,-0.15428,-0.00800,-1.22735,1.07868,-0.07313,-0.30707,0.61941,0.85680,1.56818,1.60726,1.21736,-0.15352
20125,2,1,-0.10906,0.02725,1.53818,0.75640,1.56668,0.45996,-0.02782,0.85680,-0.37356,0.09876,-0.04241,-0.75985
10127,1,5,-2.07474,-1.66662,-1.22735,-0.04928,-2.25955,0.01589,0.32711,-0.52059,-0.09617,0.09876,3.11040,0.67163
10050,1,2,0.08910,0.00731,-1.22735,1.72323,-2.80616,-0.50892,0.65613,-0.06146,-0.65095,-0.80634,2.02458,0.51286
20108,2,1,-0.48899,-0.45695,1.53818,-1.66066,1.02008,0.74255,-0.01501,-0.97973,-0.92834,0.09876,2.02458,0.51286
11809,2,1,-0.15745,-0.15538,-0.30551,0.91754,0.47347,-0.18596,-1.92767,-0.06146,-0.65095,1.90896,1.52388,0.34841
7360,1,2,-0.11120,0.01073,0.61634,-0.53269,-1.16634,0.25811,0.86162,-0.97973,0.73601,-0.50464,-0.39552,0.73453
10164,2,2,0.02265,0.13025,1.53818,-0.21042,0.47347,0.17737,-0.28341,0.85680,-0.65095,-0.50464,2.15038,1.78547
8413,1,1,-0.60772,-0.49614,0.61634,-0.53269,2.11329,0.25811,0.84910,0.85680,,0.46080,-0.41790,-0.00818
20008,2,1,-0.00976,0.03305,0.61634,0.27299,0.47347,-0.18596,0.25225,-0.97973,0.73601,1.90896,0.94169,-0.45506
40037,1,2,-0.25455,-0.20895,1.53818,-1.49952,0.47347,0.41959,0.75119,1.31593,0.18122,-0.04048,-0.91732,0.17325
19762,2,1,-0.55419,-0.43302,0.61634,0.11185,0.47347,-0.06485,0.86162,1.77506,1.56818,0.46080,-0.27037,1.30477
40150,1,1,-0.19048,0.13646,1.53818,-0.69383,0.47347,0.78292,-1.91087,-0.06146,-1.48312,0.55131,-1.83564,-0.56345
10213,2,1,3.02118,2.59278,0.61634,-0.69383,0.47347,0.33885,0.86162,1.31593,1.56818,1.90896,-0.72670,-0.65924
14674,1,1,0.21853,0.07227,-0.30551,-0.04928,0.47347,-0.06485,-0.23246,-0.52059,0.45861,-0.35379,-0.20443,-0.07871
10140,1,2,-0.46440,-0.38898,-1.22735,-0.04928,-0.07313,-0.42818,-1.22266,-0.97973,-1.20573,-1.10804,-1.85938,-0.37995
4084,1,2,0.86620,0.55121,0.61634,-0.21042,-0.61974,0.01589,0.86162,-0.97973,-1.48312,0.46080,-1.65514,-0.94777
200762,2,1,-0.31833,-0.31697,0.61634,0.27299,0.47347,0.05626,,1.31593,1.84557,1.90896,-1.65514,-0.94777
23164,2,1,-0.38917,-0.39384,-0.30551,-0.69383,1.02008,0.05626,0.86162,1.31593,-0.65095,1.90896,0.25825,0.07054
